facture_id;client_id;date_facture;date_echeance;montant_ht_eur;montant_ttc_eur;tva_eur;statut_paiement;delai_paiement_jours;mode_paiement
FAC-000256;CLI-093472;2022-08-10;2022-09-09;834.07;1000.88;166.81;Payée;18.0;CB en ligne
FAC-000257;CLI-095798;2022-04-17;2022-05-17;121.46;145.75;24.29;En attente;;Prélèvement
FAC-000258;CLI-096988;2024-10-19;2024-11-18;258.9;310.68;51.78;Payée;7.0;Prélèvement
FAC-000259;CLI-097559;2022-11-20;2022-12-20;448.86;538.63;89.77;Payée;20.0;Prélèvement
FAC-000260;CLI-091034;2025-04-17;2025-05-17;76.96;92.35;15.39;Payée;24.0;TIP
FAC-000261;CLI-089857;2025-01-22;2025-02-21;168.56;202.27;33.71;Impayée;138.0;Prélèvement
FAC-000262;CLI-100789;2022-05-03;2022-06-02;5884.63;7061.56;1176.93;Payée;7.0;TIP
FAC-000263;CLI-089034;2023-03-14;2023-04-13;188.54;226.25;37.71;Payée;5.0;Prélèvement
FAC-000264;CLI-098893;2022-09-02;2022-10-02;41256.79;49508.15;8251.36;Payée;27.0;Prélèvement
FAC-000265;CLI-100930;2022-05-23;2022-06-22;177.07;212.48;35.41;En attente;;Prélèvement
FAC-000266;CLI-089511;2025-05-09;2025-06-08;65.45;78.54;13.09;En attente;;Prélèvement
FAC-000267;CLI-090120;2025-03-27;2025-04-26;149.9;179.88;29.98;Impayée;222.0;CB en ligne
FAC-000268;CLI-095598;2023-07-19;2023-08-18;207.72;249.26;41.54;Impayée;198.0;Virement
FAC-000269;CLI-091281;2023-12-28;2024-01-27;204.8;245.76;40.96;Payée;19.0;Prélèvement
FAC-000270;CLI-098764;2025-04-09;2025-05-09;996.52;1195.82;199.3;Payée;28.0;CB en ligne
FAC-000271;CLI-087349;2022-01-05;2022-02-04;76.71;92.05;15.34;Impayée;364.0;Prélèvement
FAC-000272;CLI-093580;2024-04-08;2024-05-08;246.5;295.8;49.3;Impayée;158.0;Prélèvement
FAC-000273;CLI-096376;2024-03-27;2024-04-26;88.83;106.6;17.77;Payée;12.0;Virement
FAC-000274;CLI-087230;2024-11-09;2024-12-09;319.41;383.29;63.88;En attente;;Prélèvement
FAC-000275;CLI-098725;2022-08-11;2022-09-10;3449.45;4139.34;689.89;En attente;;Prélèvement
FAC-000276;CLI-095640;2022-12-04;2023-01-03;167.56;201.07;33.51;Payée;24.0;Prélèvement
FAC-000277;CLI-095744;2022-02-22;2022-03-24;140.49;168.59;28.1;Impayée;290.0;Prélèvement
FAC-000278;CLI-099964;2022-07-22;2022-08-21;413.34;496.01;82.67;Payée;31.0;Prélèvement
FAC-000279;CLI-094844;2025-03-29;2025-04-28;63.7;76.44;12.74;Payée;28.0;Virement
FAC-000280;CLI-098130;2022-02-22;2022-03-24;65.46;78.55;13.09;Payée;6.0;Prélèvement
FAC-000281;CLI-096213;2024-11-29;2024-12-29;181.53;217.84;36.31;Payée;30.0;Prélèvement
FAC-000282;CLI-093899;2024-04-10;2024-05-10;1153.62;1384.34;230.72;Payée;22.0;Prélèvement
FAC-000283;CLI-086391;2022-02-21;2022-03-23;202.59;243.11;40.52;Payée;19.0;Prélèvement
FAC-000284;CLI-092106;2022-07-01;2022-07-31;167.84;201.41;33.57;En attente;;Prélèvement
FAC-000285;CLI-092125;2024-06-10;2024-07-10;325.44;390.53;65.09;En attente;;Prélèvement
FAC-000286;CLI-088173;2024-01-20;2024-02-19;515.06;618.07;103.01;Payée;28.0;Prélèvement
FAC-000287;CLI-092856;2025-05-08;2025-06-07;69.05;82.86;13.81;En attente;;CB en ligne
FAC-000288;CLI-096208;2022-05-12;2022-06-11;94.76;113.71;18.95;En retard;85.0;Prélèvement
FAC-000289;CLI-089122;2022-11-21;2022-12-21;250.93;301.12;50.19;Payée;27.0;Prélèvement
FAC-000290;CLI-091839;2024-01-13;2024-02-12;139.89;167.87;27.98;Payée;21.0;Prélèvement
FAC-000291;CLI-093786;2024-11-07;2024-12-07;51.47;61.76;10.29;En retard;54.0;Chèque
FAC-000292;CLI-090028;2023-08-21;2023-09-20;322.67;387.2;64.53;En retard;78.0;Prélèvement
FAC-000293;CLI-097041;2022-05-26;2022-06-25;124.16;148.99;24.83;Payée;18.0;Chèque
FAC-000294;CLI-094959;2024-09-15;2024-10-15;881.01;1057.21;176.2;Payée;2.0;Prélèvement
FAC-000295;CLI-089151;2022-05-23;2022-06-22;92.35;110.82;18.47;Payée;19.0;Prélèvement
FAC-000296;CLI-094417;2025-01-26;2025-02-25;132.25;158.7;26.45;En retard;85.0;Prélèvement
FAC-000297;CLI-100433;2024-05-14;2024-06-13;929.16;1114.99;185.83;Payée;14.0;CB en ligne
FAC-000298;CLI-099309;2022-08-29;2022-09-28;234.71;281.65;46.94;Payée;15.0;Prélèvement
FAC-000299;CLI-096649;2025-05-02;2025-06-01;277.17;332.6;55.43;Impayée;283.0;Prélèvement
FAC-000300;CLI-097398;2024-06-25;2024-07-25;48.59;58.31;9.72;Payée;34.0;Prélèvement
FAC-000301;CLI-087502;2024-03-15;2024-04-14;100.32;120.38;20.06;Payée;12.0;Prélèvement
FAC-000302;CLI-092228;2024-01-21;2024-02-20;1137.01;1364.41;227.4;En attente;;Prélèvement
FAC-000303;CLI-092167;2022-08-19;2022-09-18;1142.08;1370.5;228.42;Payée;17.0;Virement
FAC-000304;CLI-093899;2024-05-29;2024-06-28;886.11;1063.33;177.22;Payée;9.0;TIP
FAC-000305;CLI-089407;2023-10-30;2023-11-29;1366.43;1639.72;273.29;Payée;25.0;Virement
FAC-000306;CLI-100101;2025-03-09;2025-04-08;898.12;1077.74;179.62;Payée;19.0;Prélèvement
FAC-000307;CLI-095156;2023-03-21;2023-04-20;1559.56;1871.47;311.91;Payée;5.0;Chèque
FAC-000308;CLI-097418;2025-02-26;2025-03-28;918.17;1101.8;183.63;Payée;1.0;CB en ligne
FAC-000309;CLI-098073;2024-09-27;2024-10-27;7930.35;9516.42;1586.07;Payée;18.0;Virement
FAC-000310;CLI-100075;2024-12-05;2025-01-04;176.35;211.62;35.27;En retard;85.0;Prélèvement
FAC-000311;CLI-091795;2023-10-03;2023-11-02;1260.97;1513.16;252.19;Payée;7.0;Prélèvement
FAC-000312;CLI-088823;2022-11-10;2022-12-10;74.2;89.04;14.84;En retard;49.0;Prélèvement
FAC-000313;CLI-087512;2023-08-06;2023-09-05;3766.14;4519.37;753.23;Payée;32.0;CB en ligne
FAC-000314;CLI-086922;2024-03-25;2024-04-24;981.64;1177.97;196.33;En retard;49.0;Virement
FAC-000315;CLI-097544;2025-02-01;2025-03-03;65.1;78.12;13.02;Payée;32.0;TIP
FAC-000316;CLI-099542;2022-02-15;2022-03-17;49.36;59.23;9.87;Payée;22.0;Chèque
FAC-000317;CLI-091608;2024-12-11;2025-01-10;277.0;332.4;55.4;Payée;14.0;Prélèvement
FAC-000318;CLI-091897;2025-02-09;2025-03-11;239.56;287.47;47.91;Payée;26.0;Prélèvement
FAC-000319;CLI-100272;2023-12-05;2024-01-04;43.25;51.9;8.65;En retard;58.0;Virement
FAC-000320;CLI-088509;2025-04-10;2025-05-10;430.7;516.84;86.14;Payée;1.0;Chèque
FAC-000321;CLI-096843;2022-12-29;2023-01-28;64.85;77.82;12.97;Payée;4.0;Chèque
FAC-000322;CLI-089892;2022-11-05;2022-12-05;175.57;210.68;35.11;Payée;11.0;TIP
FAC-000323;CLI-100800;2024-10-04;2024-11-03;5752.79;6903.35;1150.56;En attente;;CB en ligne
FAC-000324;CLI-090504;2023-07-05;2023-08-04;209.71;251.65;41.94;Impayée;333.0;CB en ligne
FAC-000325;CLI-100148;2022-11-28;2022-12-28;56.5;67.8;11.3;Payée;14.0;Prélèvement
FAC-000326;CLI-088405;2024-01-29;2024-02-28;213.24;255.89;42.65;Payée;7.0;Prélèvement
FAC-000327;CLI-092927;2024-06-08;2024-07-08;75.18;90.22;15.04;Payée;6.0;Prélèvement
FAC-000328;CLI-097445;2022-12-06;2023-01-05;1480.4;1776.48;296.08;En attente;;Prélèvement
FAC-000329;CLI-099989;2022-10-29;2022-11-28;87.63;105.16;17.53;Payée;17.0;Prélèvement
FAC-000330;CLI-096787;2023-03-07;2023-04-06;171.53;205.84;34.31;Payée;15.0;TIP
FAC-000331;CLI-091412;2024-06-27;2024-07-27;853.09;1023.71;170.62;Payée;3.0;CB en ligne
FAC-000332;CLI-098430;2023-08-02;2023-09-01;8826.68;10592.02;1765.34;En retard;41.0;Prélèvement
FAC-000333;CLI-092064;2023-12-20;2024-01-19;47.32;56.78;9.46;Payée;1.0;CB en ligne
FAC-000334;CLI-089581;2025-03-31;2025-04-30;1228.17;1473.8;245.63;Payée;16.0;Prélèvement
FAC-000335;CLI-086183;2022-04-03;2022-05-03;1352.0;1622.4;270.4;Payée;14.0;CB en ligne
FAC-000336;CLI-091705;2023-12-04;2024-01-03;183.27;219.92;36.65;Impayée;349.0;Prélèvement
FAC-000337;CLI-089277;2022-05-20;2022-06-19;108.29;129.95;21.66;Payée;26.0;CB en ligne
FAC-000338;CLI-094083;2023-11-03;2023-12-03;84.16;100.99;16.83;En retard;87.0;Virement
FAC-000339;CLI-087855;2023-02-20;2023-03-22;258.81;310.57;51.76;Payée;18.0;Prélèvement
FAC-000340;CLI-096793;2024-08-30;2024-09-29;127.9;153.48;25.58;En retard;87.0;Prélèvement
FAC-000341;CLI-093770;2024-08-29;2024-09-28;251.91;302.29;50.38;Payée;17.0;Virement
FAC-000342;CLI-098423;2022-05-24;2022-06-23;202.51;243.01;40.5;En retard;35.0;Virement
FAC-000343;CLI-096825;2025-01-04;2025-02-03;179.58;215.5;35.92;Payée;20.0;Chèque
FAC-000344;CLI-099100;2024-09-14;2024-10-14;278.98;334.78;55.8;En attente;;Prélèvement
FAC-000345;CLI-088047;2025-05-01;2025-05-31;248.63;298.36;49.73;Impayée;257.0;Prélèvement
FAC-000346;CLI-098142;2024-09-20;2024-10-20;68.34;82.01;13.67;Impayée;277.0;CB en ligne
FAC-000347;CLI-086937;2023-08-28;2023-09-27;4139.02;4966.82;827.8;Impayée;206.0;Virement
FAC-000348;CLI-097410;2023-05-25;2023-06-24;56.46;67.75;11.29;Impayée;241.0;Virement
FAC-000349;CLI-098077;2024-10-26;2024-11-25;189.87;227.84;37.97;Payée;1.0;Prélèvement
FAC-000350;CLI-096871;2024-12-19;2025-01-18;124.11;148.93;24.82;Impayée;207.0;Prélèvement
FAC-000351;CLI-086214;2025-01-19;2025-02-18;91.05;109.26;18.21;Payée;19.0;Prélèvement
FAC-000352;CLI-098106;2023-08-15;2023-09-14;877.74;1053.29;175.55;Payée;24.0;Chèque
FAC-000353;CLI-097225;2024-06-22;2024-07-22;111.87;134.24;22.37;Payée;30.0;Prélèvement
FAC-000354;CLI-097475;2022-07-18;2022-08-17;234.79;281.75;46.96;Payée;21.0;TIP
FAC-000355;CLI-087630;2022-01-10;2022-02-09;921.67;1106.0;184.33;Payée;9.0;CB en ligne
FAC-000356;CLI-090653;2024-08-26;2024-09-25;326.8;392.16;65.36;En attente;;Prélèvement
FAC-000357;CLI-086729;2025-03-05;2025-04-04;230.9;277.08;46.18;Impayée;247.0;Prélèvement
FAC-000358;CLI-099484;2023-03-13;2023-04-12;1413.5;1696.2;282.7;Payée;29.0;Prélèvement
FAC-000359;CLI-093042;2022-11-24;2022-12-24;216.82;260.18;43.36;Impayée;215.0;Prélèvement
FAC-000360;CLI-098393;2023-12-03;2024-01-02;1246.48;1495.78;249.3;En attente;;Prélèvement
FAC-000361;CLI-098368;2022-05-05;2022-06-04;51.81;62.17;10.36;Payée;34.0;Prélèvement
FAC-000362;CLI-087677;2023-11-13;2023-12-13;208.49;250.19;41.7;Payée;16.0;Virement
FAC-000363;CLI-088792;2022-12-02;2023-01-01;179.41;215.29;35.88;Payée;6.0;CB en ligne
FAC-000364;CLI-087662;2025-04-27;2025-05-27;588.29;705.95;117.66;Payée;30.0;Virement
FAC-000365;CLI-099499;2023-05-17;2023-06-16;170.56;204.67;34.11;Payée;27.0;CB en ligne
FAC-000366;CLI-098013;2024-07-09;2024-08-08;1057.94;1269.53;211.59;Payée;19.0;Prélèvement
FAC-000367;CLI-100086;2022-03-04;2022-04-03;1134.72;1361.66;226.94;Payée;9.0;Virement
FAC-000368;CLI-100184;2025-01-03;2025-02-02;70.25;84.3;14.05;Impayée;91.0;Virement
FAC-000369;CLI-087751;2022-10-07;2022-11-06;145.16;174.19;29.03;En attente;;Prélèvement
FAC-000370;CLI-095921;2025-02-09;2025-03-11;698.27;837.92;139.65;Payée;26.0;Prélèvement
FAC-000371;CLI-100647;2022-06-28;2022-07-28;77.73;93.28;15.55;Payée;19.0;Virement
FAC-000372;CLI-088227;2025-03-18;2025-04-17;72.98;87.58;14.6;En retard;62.0;Prélèvement
FAC-000373;CLI-092324;2023-07-21;2023-08-20;48.46;58.15;9.69;Payée;5.0;Prélèvement
FAC-000374;CLI-097895;2024-04-24;2024-05-24;140.47;168.56;28.09;Payée;13.0;Virement
FAC-000375;CLI-094134;2023-10-19;2023-11-18;71.82;86.18;14.36;Payée;31.0;Chèque
FAC-000376;CLI-087598;2024-03-14;2024-04-13;37.81;45.37;7.56;En retard;71.0;Prélèvement
FAC-000377;CLI-094384;2024-02-22;2024-03-23;229.89;275.87;45.98;Impayée;312.0;Prélèvement
FAC-000378;CLI-091603;2024-08-15;2024-09-14;112.41;134.89;22.48;En attente;;Prélèvement
FAC-000379;CLI-088328;2022-04-03;2022-05-03;119.88;143.86;23.98;Payée;8.0;Virement
FAC-000380;CLI-100200;2024-04-14;2024-05-14;129.1;154.92;25.82;Payée;34.0;Prélèvement
FAC-000381;CLI-094646;2023-02-25;2023-03-27;208.69;250.43;41.74;Payée;13.0;TIP
FAC-000382;CLI-097558;2024-05-06;2024-06-05;186.72;224.06;37.34;Payée;25.0;Prélèvement
FAC-000383;CLI-087796;2025-03-30;2025-04-29;138.12;165.74;27.62;Impayée;238.0;Virement
FAC-000384;CLI-094519;2022-06-03;2022-07-03;348.81;418.57;69.76;Impayée;191.0;Prélèvement
FAC-000385;CLI-096886;2022-11-10;2022-12-10;57.15;68.58;11.43;Payée;20.0;CB en ligne
FAC-000386;CLI-088490;2023-08-02;2023-09-01;248.15;297.78;49.63;Payée;24.0;Prélèvement
FAC-000387;CLI-096844;2024-10-16;2024-11-15;73.85;88.62;14.77;Payée;23.0;CB en ligne
FAC-000388;CLI-098002;2022-12-26;2023-01-25;278.75;334.5;55.75;Payée;32.0;Prélèvement
FAC-000389;CLI-097544;2023-10-26;2023-11-25;233.73;280.48;46.75;En retard;80.0;Prélèvement
FAC-000390;CLI-089959;2022-04-09;2022-05-09;103.28;123.94;20.66;Payée;6.0;Virement
FAC-000391;CLI-088765;2024-07-22;2024-08-21;3655.78;4386.94;731.16;En retard;76.0;Prélèvement
FAC-000392;CLI-100676;2024-01-19;2024-02-18;104.18;125.02;20.84;Payée;21.0;Prélèvement
FAC-000393;CLI-096228;2023-12-07;2024-01-06;193.14;231.77;38.63;Payée;1.0;Prélèvement
FAC-000394;CLI-091266;2022-08-13;2022-09-12;100.85;121.02;20.17;En attente;;TIP
FAC-000395;CLI-098310;2023-08-23;2023-09-22;102.16;122.59;20.43;Payée;4.0;Prélèvement
FAC-000396;CLI-099787;2023-08-17;2023-09-16;167.93;201.52;33.59;Payée;16.0;CB en ligne
FAC-000397;CLI-098094;2025-05-21;2025-06-20;241.29;289.55;48.26;Payée;32.0;CB en ligne
FAC-000398;CLI-100376;2022-06-16;2022-07-16;891.76;1070.11;178.35;Payée;7.0;Prélèvement
FAC-000399;CLI-087568;2023-03-28;2023-04-27;277.03;332.44;55.41;Payée;12.0;CB en ligne
FAC-000400;CLI-089461;2024-03-31;2024-04-30;136.6;163.92;27.32;Payée;6.0;Virement
FAC-000401;CLI-096348;2024-09-30;2024-10-30;207.47;248.96;41.49;Payée;30.0;Prélèvement
FAC-000402;CLI-086156;2024-01-23;2024-02-22;223.99;268.79;44.8;En retard;39.0;Prélèvement
FAC-000403;CLI-095597;2025-02-04;2025-03-06;141.46;169.75;28.29;Payée;15.0;Chèque
FAC-000404;CLI-087973;2022-04-21;2022-05-21;112.89;135.47;22.58;Impayée;242.0;Prélèvement
FAC-000405;CLI-093056;2022-08-09;2022-09-08;1123.79;1348.55;224.76;En attente;;Prélèvement
FAC-000406;CLI-097684;2023-12-05;2024-01-04;5128.6;6154.32;1025.72;Payée;2.0;CB en ligne
FAC-000407;CLI-094309;2024-01-26;2024-02-25;78.47;94.16;15.69;Payée;14.0;Virement
FAC-000408;CLI-100182;2023-07-16;2023-08-15;444.35;533.22;88.87;Payée;27.0;CB en ligne
FAC-000409;CLI-095130;2024-11-24;2024-12-24;236.67;284.0;47.33;Payée;5.0;CB en ligne
FAC-000410;CLI-093711;2025-05-27;2025-06-26;251.14;301.37;50.23;Impayée;153.0;Virement
FAC-000411;CLI-092411;2023-01-22;2023-02-21;99.02;118.82;19.8;En retard;42.0;CB en ligne
FAC-000412;CLI-096312;2022-08-07;2022-09-06;4785.78;5742.94;957.16;Impayée;330.0;Prélèvement
FAC-000413;CLI-090074;2023-05-01;2023-05-31;89.82;107.78;17.96;En retard;59.0;Chèque
FAC-000414;CLI-088599;2024-05-26;2024-06-25;219.5;263.4;43.9;Payée;27.0;Prélèvement
FAC-000415;CLI-098112;2024-02-24;2024-03-25;88.06;105.67;17.61;Payée;31.0;Prélèvement
FAC-000416;CLI-088709;2022-04-08;2022-05-08;197.78;237.34;39.56;Payée;31.0;Chèque
FAC-000417;CLI-088397;2023-02-14;2023-03-16;255.06;306.07;51.01;Payée;29.0;Chèque
FAC-000418;CLI-089356;2024-07-17;2024-08-16;57.51;69.01;11.5;Payée;25.0;Prélèvement
FAC-000419;CLI-096134;2023-09-23;2023-10-23;80.27;96.32;16.05;Impayée;318.0;CB en ligne
FAC-000420;CLI-090617;2023-07-22;2023-08-21;1094.38;1313.26;218.88;Impayée;264.0;Prélèvement
FAC-000421;CLI-099540;2024-04-20;2024-05-20;274.51;329.41;54.9;Payée;34.0;Prélèvement
FAC-000422;CLI-099669;2025-01-20;2025-02-19;628.79;754.55;125.76;En attente;;Prélèvement
FAC-000423;CLI-088598;2025-04-07;2025-05-07;138.0;165.6;27.6;En attente;;Prélèvement
FAC-000424;CLI-086740;2024-10-12;2024-11-11;149.94;179.93;29.99;Payée;18.0;Prélèvement
FAC-000425;CLI-094342;2024-07-04;2024-08-03;212.97;255.56;42.59;En attente;;Prélèvement
FAC-000426;CLI-089603;2022-05-20;2022-06-19;156.79;188.15;31.36;Payée;22.0;Virement
FAC-000427;CLI-090549;2022-10-28;2022-11-27;970.61;1164.73;194.12;En retard;76.0;Prélèvement
FAC-000428;CLI-097922;2023-05-19;2023-06-18;210.88;253.06;42.18;Payée;21.0;Prélèvement
FAC-000429;CLI-099395;2023-05-19;2023-06-18;147.72;177.26;29.54;Payée;22.0;Virement
FAC-000430;CLI-090600;2024-11-15;2024-12-15;214.61;257.53;42.92;En attente;;Prélèvement
FAC-000431;CLI-093557;2025-04-04;2025-05-04;46.68;56.02;9.34;Payée;8.0;Prélèvement
FAC-000432;CLI-099290;2025-03-15;2025-04-14;184.45;221.34;36.89;En attente;;Chèque
FAC-000433;CLI-089349;2022-05-17;2022-06-16;220.52;264.62;44.1;Impayée;159.0;Prélèvement
FAC-000434;CLI-087367;2022-10-23;2022-11-22;6960.66;8352.79;1392.13;Payée;13.0;Virement
FAC-000435;CLI-100178;2025-02-20;2025-03-22;247.64;297.17;49.53;En retard;74.0;Prélèvement
FAC-000436;CLI-092579;2024-10-07;2024-11-06;49.43;59.32;9.89;Payée;3.0;Prélèvement
FAC-000437;CLI-091711;2022-02-13;2022-03-15;19200.34;23040.41;3840.07;Payée;21.0;Prélèvement
FAC-000438;CLI-100222;2023-06-18;2023-07-18;150.87;181.04;30.17;Impayée;342.0;CB en ligne
FAC-000439;CLI-087707;2023-07-15;2023-08-14;113.02;135.62;22.6;Payée;8.0;Virement
FAC-000440;CLI-097020;2023-09-27;2023-10-27;193.94;232.73;38.79;Payée;20.0;Prélèvement
FAC-000441;CLI-097068;2024-04-08;2024-05-08;171.77;206.12;34.35;En retard;39.0;Prélèvement
FAC-000442;CLI-092991;2022-06-29;2022-07-29;96.25;115.5;19.25;Payée;28.0;Prélèvement
FAC-000443;CLI-095497;2024-09-22;2024-10-22;273.13;327.76;54.63;En attente;;CB en ligne
FAC-000444;CLI-094865;2023-05-03;2023-06-02;274.52;329.42;54.9;Payée;22.0;Prélèvement
FAC-000445;CLI-087833;2024-02-20;2024-03-21;1197.95;1437.54;239.59;En retard;82.0;TIP
FAC-000446;CLI-092105;2023-04-22;2023-05-22;100.55;120.66;20.11;Payée;1.0;CB en ligne
FAC-000447;CLI-100586;2023-05-29;2023-06-28;9991.26;11989.51;1998.25;Payée;10.0;Prélèvement
FAC-000448;CLI-097475;2022-09-23;2022-10-23;39.34;47.21;7.87;Impayée;217.0;Chèque
FAC-000449;CLI-093154;2022-07-20;2022-08-19;66.29;79.55;13.26;Payée;14.0;Prélèvement
FAC-000450;CLI-096032;2023-12-06;2024-01-05;803.58;964.3;160.72;Payée;20.0;Prélèvement
FAC-000451;CLI-097494;2024-05-16;2024-06-15;201.04;241.25;40.21;En retard;46.0;Chèque
FAC-000452;CLI-087610;2022-05-03;2022-06-02;313.01;375.61;62.6;Impayée;339.0;Virement
FAC-000453;CLI-096584;2024-04-23;2024-05-23;109.02;130.82;21.8;En attente;;Chèque
FAC-000454;CLI-091762;2023-09-15;2023-10-15;5017.51;6021.01;1003.5;Impayée;322.0;Prélèvement
FAC-000455;CLI-089375;2023-07-01;2023-07-31;159.03;190.84;31.81;Payée;4.0;Chèque
FAC-000456;CLI-087428;2024-03-07;2024-04-06;70.22;84.26;14.04;Payée;23.0;Prélèvement
FAC-000457;CLI-098587;2024-09-16;2024-10-16;1236.05;1483.26;247.21;En retard;59.0;Virement
FAC-000458;CLI-097181;2023-11-25;2023-12-25;3751.65;4501.98;750.33;Impayée;317.0;Prélèvement
FAC-000459;CLI-091666;2024-01-08;2024-02-07;221.89;266.27;44.38;Payée;28.0;CB en ligne
FAC-000460;CLI-100963;2024-05-23;2024-06-22;104.05;124.86;20.81;Payée;18.0;CB en ligne
FAC-000461;CLI-086658;2025-04-17;2025-05-17;228.21;273.85;45.64;Payée;15.0;Chèque
FAC-000462;CLI-098965;2022-09-03;2022-10-03;91.35;109.62;18.27;Impayée;165.0;Prélèvement
FAC-000463;CLI-088514;2022-08-16;2022-09-15;182.12;218.54;36.42;Payée;30.0;Chèque
FAC-000464;CLI-096775;2023-03-22;2023-04-21;113.08;135.7;22.62;Payée;29.0;Prélèvement
FAC-000465;CLI-092136;2023-09-25;2023-10-25;158.62;190.34;31.72;Payée;17.0;Virement
FAC-000466;CLI-093050;2024-08-28;2024-09-27;221.64;265.97;44.33;En attente;;Virement
FAC-000467;CLI-099576;2024-01-01;2024-01-31;149.12;178.94;29.82;Payée;7.0;Virement
FAC-000468;CLI-093859;2023-09-03;2023-10-03;131.77;158.12;26.35;En retard;72.0;Prélèvement
FAC-000469;CLI-100438;2023-01-09;2023-02-08;275.12;330.14;55.02;En attente;;Prélèvement
FAC-000470;CLI-093242;2022-03-29;2022-04-28;50.39;60.47;10.08;En attente;;Prélèvement
FAC-000471;CLI-094193;2024-03-11;2024-04-10;100.28;120.34;20.06;En retard;41.0;Prélèvement
FAC-000472;CLI-090327;2022-06-04;2022-07-04;11996.68;14396.02;2399.34;Impayée;254.0;CB en ligne
FAC-000473;CLI-099447;2024-06-21;2024-07-21;63.9;76.68;12.78;Payée;17.0;Virement
FAC-000474;CLI-087465;2022-04-13;2022-05-13;44.31;53.17;8.86;Payée;12.0;Chèque
FAC-000475;CLI-087166;2024-11-07;2024-12-07;221.93;266.32;44.39;Impayée;152.0;Virement
FAC-000476;CLI-089963;2022-05-26;2022-06-25;229.55;275.46;45.91;Payée;26.0;Prélèvement
FAC-000477;CLI-092162;2023-01-29;2023-02-28;252.75;303.3;50.55;En retard;41.0;TIP
FAC-000478;CLI-097372;2022-08-13;2022-09-12;126.85;152.22;25.37;En retard;38.0;Prélèvement
FAC-000479;CLI-088638;2024-09-18;2024-10-18;4841.83;5810.2;968.37;En attente;;Prélèvement
FAC-000480;CLI-093522;2023-01-01;2023-01-31;167.2;200.64;33.44;Impayée;282.0;Virement
FAC-000481;CLI-087398;2022-07-19;2022-08-18;196.77;236.12;39.35;En retard;79.0;Chèque
FAC-000482;CLI-087450;2022-03-14;2022-04-13;94.94;113.93;18.99;Payée;6.0;Prélèvement
FAC-000483;CLI-093444;2023-05-20;2023-06-19;194.75;233.7;38.95;Payée;34.0;Prélèvement
FAC-000484;CLI-096000;2023-05-31;2023-06-30;119.92;143.9;23.98;Payée;28.0;TIP
FAC-000485;CLI-094608;2022-06-20;2022-07-20;266.91;320.29;53.38;Payée;4.0;Prélèvement
FAC-000486;CLI-099207;2024-07-29;2024-08-28;218.88;262.66;43.78;En attente;;Prélèvement
FAC-000487;CLI-088879;2023-06-01;2023-07-01;239.87;287.84;47.97;Impayée;235.0;Prélèvement
FAC-000488;CLI-098161;2024-01-18;2024-02-17;204.58;245.5;40.92;Payée;26.0;CB en ligne
FAC-000489;CLI-095065;2022-09-04;2022-10-04;45.33;54.4;9.07;Payée;24.0;Chèque
FAC-000490;CLI-096631;2025-04-06;2025-05-06;864.74;1037.69;172.95;Payée;27.0;Prélèvement
FAC-000491;CLI-099970;2023-06-19;2023-07-19;274.97;329.96;54.99;Impayée;297.0;Prélèvement
FAC-000492;CLI-090642;2023-01-14;2023-02-13;708.02;849.62;141.6;En attente;;CB en ligne
FAC-000493;CLI-094796;2023-03-10;2023-04-09;202.03;242.44;40.41;En attente;;Virement
FAC-000494;CLI-087960;2022-03-19;2022-04-18;135.0;162.0;27.0;En retard;41.0;Chèque
FAC-000495;CLI-098393;2023-04-17;2023-05-17;887.7;1065.24;177.54;Impayée;206.0;CB en ligne
FAC-000496;CLI-087047;2024-06-30;2024-07-30;203.59;244.31;40.72;Impayée;274.0;CB en ligne
FAC-000497;CLI-092012;2023-05-14;2023-06-13;22566.19;27079.43;4513.24;Payée;9.0;Chèque
FAC-000498;CLI-092536;2022-01-21;2022-02-20;229.38;275.26;45.88;En retard;79.0;CB en ligne
FAC-000499;CLI-090864;2022-10-17;2022-11-16;109.64;131.57;21.93;Payée;32.0;Prélèvement
FAC-000500;CLI-091522;2024-04-30;2024-05-30;180.31;216.37;36.06;Payée;8.0;Prélèvement
FAC-000501;CLI-098384;2023-05-18;2023-06-17;138.82;166.58;27.76;Payée;10.0;Prélèvement
