intervention_id;client_id;type_intervention;date_intervention;duree_heures;statut;technicien_id;commune;cout_intervention_eur;satisfaction_intervention
INT-000240;CLI-087584;Changement compteur;2024-06-27;1.93;Terminée;TECH-022;Mignaloux-Beauvoir;117.54;9.0
INT-000241;CLI-087508;Contrôle technique;2024-05-07;0.69;Terminée;TECH-041;Chauvigny;197.33;6.4
INT-000242;CLI-089996;Dépannage réseau;2024-01-19;5.48;Terminée;TECH-036;Poitiers;435.01;7.3
INT-000243;CLI-086079;Dépannage réseau;2022-08-02;2.97;Terminée;TECH-029;Châtellerault;412.32;8.1
INT-000244;CLI-088575;Changement compteur;2025-01-14;1.76;Terminée;TECH-006;Poitiers;611.71;9.1
INT-000245;CLI-094982;Mise en service;2022-11-09;1.41;Terminée;TECH-030;Poitiers;710.37;7.6
INT-000246;CLI-098095;Dépannage réseau;2023-12-30;4.27;Terminée;TECH-027;Poitiers;244.75;4.1
INT-000247;CLI-095428;Relève compteur;2024-11-02;0.26;Terminée;TECH-040;Châtellerault;760.38;8.1
INT-000248;CLI-100198;Changement compteur;2024-11-13;1.77;Terminée;TECH-030;Buxerolles;132.63;10.0
INT-000249;CLI-096793;Modification puissance;2022-08-23;1.44;Planifiée;TECH-027;Neuville-de-Poitou;691.71;7.8
INT-000250;CLI-089573;Modification puissance;2024-03-08;0.73;Terminée;TECH-007;Poitiers;204.22;9.1
INT-000251;CLI-098070;Changement compteur;2025-02-07;0.61;Planifiée;TECH-011;Poitiers;125.07;8.8
INT-000252;CLI-086047;Mise en service;2023-07-08;0.85;Terminée;TECH-041;Châtellerault;628.57;9.3
INT-000253;CLI-092472;Changement compteur;2022-05-11;1.74;Terminée;TECH-005;Poitiers;175.45;7.3
INT-000254;CLI-093391;Mise en service;2022-01-12;0.26;Terminée;TECH-021;Poitiers;178.09;8.3
INT-000255;CLI-100735;Coupure impayé;2024-07-19;1.76;Terminée;TECH-027;Châtellerault;112.6;9.2
INT-000256;CLI-088268;Dépannage réseau;2022-03-05;1.2;Terminée;TECH-023;Chauvigny;100.39;8.6
INT-000257;CLI-090940;Changement compteur;2024-06-07;0.59;Terminée;TECH-027;Poitiers;164.05;7.0
INT-000258;CLI-099212;Dépannage réseau;2022-09-11;2.66;Terminée;TECH-012;Poitiers;96.18;7.1
INT-000259;CLI-092523;Dépannage réseau;2023-06-05;5.96;Terminée;TECH-033;Châtellerault;417.55;7.9
INT-000260;CLI-097657;Modification puissance;2022-09-15;0.52;Terminée;TECH-012;Migné-Auxances;326.1;4.7
INT-000261;CLI-096562;Rétablissement;2024-04-12;2.61;Terminée;TECH-022;Montmorillon;40.12;7.3
INT-000262;CLI-100204;Relève compteur;2024-12-03;1.46;Terminée;TECH-021;Buxerolles;405.48;3.3
INT-000263;CLI-099560;Changement compteur;2023-10-23;1.82;En cours;TECH-042;Châtellerault;254.99;6.7
INT-000264;CLI-089550;Rétablissement;2024-09-27;2.06;Terminée;TECH-040;Châtellerault;590.91;5.5
INT-000265;CLI-087937;Raccordement neuf;2025-02-23;3.44;Terminée;TECH-010;Chauvigny;539.02;7.6
INT-000266;CLI-090386;Dépannage réseau;2023-12-13;1.94;Terminée;TECH-041;Châtellerault;210.34;7.6
INT-000267;CLI-099317;Relève compteur;2022-08-30;0.43;Terminée;TECH-032;Poitiers;456.31;6.0
INT-000268;CLI-093734;Relève compteur;2023-12-15;0.44;Terminée;TECH-022;Montmorillon;490.1;9.3
INT-000269;CLI-090692;Maintenance préventive;2025-03-22;2.25;Terminée;TECH-019;Poitiers;285.3;5.8
INT-000270;CLI-092118;Relève compteur;2023-12-10;0.8;Terminée;TECH-011;Poitiers;112.04;8.5
INT-000271;CLI-100471;Raccordement neuf;2023-07-22;4.19;Terminée;TECH-020;Mignaloux-Beauvoir;783.87;7.1
INT-000272;CLI-091697;Relève compteur;2024-03-29;0.4;Planifiée;TECH-030;Poitiers;772.54;7.9
INT-000273;CLI-099125;Changement compteur;2025-03-29;1.52;Terminée;TECH-021;Poitiers;189.78;7.2
INT-000274;CLI-099368;Contrôle technique;2023-12-12;1.14;Terminée;TECH-040;Poitiers;386.07;7.1
INT-000275;CLI-091271;Relève compteur;2023-05-21;0.38;Terminée;TECH-010;Châtellerault;491.22;3.9
INT-000276;CLI-088318;Dépannage réseau;2025-02-10;5.63;Terminée;TECH-003;Montmorillon;415.29;7.3
INT-000277;CLI-098559;Relève compteur;2022-01-15;1.0;Terminée;TECH-017;Poitiers;371.58;6.0
INT-000278;CLI-086799;Relève compteur;2024-06-29;1.25;Terminée;TECH-028;Poitiers;612.37;9.3
INT-000279;CLI-087237;Mise en service;2022-10-09;0.75;Terminée;TECH-026;Poitiers;169.64;3.1
INT-000280;CLI-097392;Changement compteur;2024-07-09;1.79;Terminée;TECH-015;Jaunay-Marigny;480.95;7.8
INT-000281;CLI-091205;Dépannage réseau;2022-03-20;1.09;Terminée;TECH-016;Châtellerault;785.59;8.4
INT-000282;CLI-087731;Raccordement neuf;2025-04-06;4.72;Terminée;TECH-035;Poitiers;795.12;9.4
INT-000283;CLI-099066;Changement compteur;2025-01-20;1.17;Terminée;TECH-027;Châtellerault;78.39;8.0
INT-000284;CLI-094256;Dépannage réseau;2025-04-02;3.11;En cours;TECH-042;Jaunay-Marigny;721.06;8.1
INT-000285;CLI-097134;Rétablissement;2023-06-28;1.22;Terminée;TECH-003;Poitiers;239.67;5.3
INT-000286;CLI-100397;Relève compteur;2022-01-31;1.4;Terminée;TECH-006;Saint-Benoît;317.28;5.4
INT-000287;CLI-092142;Contrôle technique;2022-01-03;0.68;Planifiée;TECH-024;Mignaloux-Beauvoir;564.29;8.4
INT-000288;CLI-095435;Dépannage réseau;2022-07-13;4.58;En cours;TECH-041;Saint-Benoît;110.02;9.3
INT-000289;CLI-092765;Mise en service;2022-07-02;1.04;Terminée;TECH-019;Poitiers;603.51;6.9
INT-000290;CLI-100511;Changement compteur;2024-10-27;1.63;Terminée;TECH-003;Poitiers;292.95;5.1
INT-000291;CLI-094836;Contrôle technique;2022-01-23;2.49;Terminée;TECH-028;Poitiers;489.76;4.2
INT-000292;CLI-099518;Mise en service;2024-01-13;0.61;Terminée;TECH-006;Poitiers;542.22;6.0
INT-000293;CLI-098418;Relève compteur;2023-12-16;0.49;Planifiée;TECH-042;Poitiers;583.68;3.3
INT-000294;CLI-091889;Modification puissance;2023-08-04;1.0;Terminée;TECH-010;Saint-Benoît;185.92;10.0
INT-000295;CLI-087395;Dépannage réseau;2024-06-13;3.93;Planifiée;TECH-033;Vivonne;597.61;7.3
INT-000296;CLI-093493;Maintenance préventive;2023-09-06;1.95;Terminée;TECH-036;Montmorillon;694.54;6.8
INT-000297;CLI-092381;Relève compteur;2023-11-07;0.32;Terminée;TECH-004;Neuville-de-Poitou;615.42;4.1
INT-000298;CLI-097737;Mise en service;2022-11-15;0.25;Terminée;TECH-018;Poitiers;173.67;6.4
INT-000299;CLI-094887;Maintenance préventive;2024-11-26;2.33;Terminée;TECH-012;Loudun;464.41;7.0
INT-000300;CLI-100913;Raccordement neuf;2023-11-15;1.94;Terminée;TECH-027;Poitiers;458.8;8.7
INT-000301;CLI-092337;Dépannage réseau;2024-07-17;3.36;Terminée;TECH-038;Poitiers;157.22;7.3
INT-000302;CLI-095625;Modification puissance;2024-01-30;1.5;Terminée;TECH-035;Montmorillon;417.68;6.3
INT-000303;CLI-096226;Rétablissement;2023-06-18;0.7;Terminée;TECH-004;Migné-Auxances;689.18;9.5
INT-000304;CLI-093680;Relève compteur;2023-06-04;0.88;Planifiée;TECH-028;Chauvigny;508.06;8.6
INT-000305;CLI-090406;Changement compteur;2022-10-14;0.68;Terminée;TECH-038;Poitiers;529.69;5.5
INT-000306;CLI-097714;Relève compteur;2023-07-28;0.3;Terminée;TECH-029;Poitiers;66.81;5.0
INT-000307;CLI-091701;Mise en service;2025-01-11;1.12;Terminée;TECH-040;Poitiers;487.84;5.9
INT-000308;CLI-089441;Raccordement neuf;2025-01-04;1.86;Terminée;TECH-035;Poitiers;182.89;5.8
INT-000309;CLI-095892;Modification puissance;2023-06-23;0.98;Terminée;TECH-040;Poitiers;511.21;5.6
INT-000310;CLI-087828;Coupure impayé;2024-05-21;1.07;Terminée;TECH-016;Buxerolles;361.86;8.0
INT-000311;CLI-086815;Contrôle technique;2024-07-04;0.91;Terminée;TECH-020;Saint-Benoît;103.22;7.0
INT-000312;CLI-099922;Maintenance préventive;2024-11-28;1.01;Terminée;TECH-031;Poitiers;654.42;5.2
INT-000313;CLI-098780;Modification puissance;2022-01-18;1.33;Terminée;TECH-029;Châtellerault;145.01;8.4
INT-000314;CLI-096260;Dépannage réseau;2025-05-24;4.49;Terminée;TECH-025;Montmorillon;99.72;7.4
INT-000315;CLI-098940;Contrôle technique;2022-05-05;1.04;Terminée;TECH-043;Poitiers;702.29;5.5
INT-000316;CLI-095160;Changement compteur;2024-04-08;1.47;Terminée;TECH-040;Poitiers;776.78;8.8
INT-000317;CLI-088052;Dépannage réseau;2024-12-17;5.4;Terminée;TECH-044;Saint-Benoît;604.61;9.9
INT-000318;CLI-091650;Mise en service;2022-07-26;1.4;Terminée;TECH-014;Poitiers;484.69;3.9
INT-000319;CLI-092924;Dépannage réseau;2022-06-22;3.06;Terminée;TECH-023;Chauvigny;204.16;9.9
INT-000320;CLI-093892;Changement compteur;2024-12-17;1.46;Terminée;TECH-036;Neuville-de-Poitou;560.64;10.0
INT-000321;CLI-086449;Changement compteur;2022-12-29;0.74;Terminée;TECH-018;Poitiers;342.41;7.7
INT-000322;CLI-087981;Changement compteur;2023-12-27;1.93;Terminée;TECH-008;Loudun;467.54;10.0
INT-000323;CLI-088117;Maintenance préventive;2024-10-13;0.81;Terminée;TECH-029;Mignaloux-Beauvoir;181.17;9.7
INT-000324;CLI-088105;Mise en service;2023-02-24;1.45;Terminée;TECH-019;Poitiers;746.27;7.2
INT-000325;CLI-089452;Dépannage réseau;2022-09-15;4.01;Terminée;TECH-034;Châtellerault;414.69;8.4
INT-000326;CLI-099175;Maintenance préventive;2024-10-26;0.42;Terminée;TECH-001;Poitiers;78.38;8.0
INT-000327;CLI-095536;Contrôle technique;2024-03-27;0.82;Terminée;TECH-034;Châtellerault;646.67;7.0
INT-000328;CLI-086364;Changement compteur;2024-09-27;1.58;Terminée;TECH-034;Loudun;571.47;5.2
INT-000329;CLI-093168;Contrôle technique;2024-10-11;1.66;Terminée;TECH-036;Châtellerault;373.29;7.0
INT-000330;CLI-087044;Coupure impayé;2022-07-21;1.86;Terminée;TECH-003;Jaunay-Marigny;334.01;8.5
INT-000331;CLI-100414;Relève compteur;2023-06-27;1.16;Terminée;TECH-025;Poitiers;715.16;7.9
INT-000332;CLI-093528;Coupure impayé;2025-01-26;0.31;Terminée;TECH-010;Vivonne;550.83;8.1
INT-000333;CLI-087440;Coupure impayé;2022-12-19;1.91;Terminée;TECH-001;Civray;799.54;6.3
INT-000334;CLI-100268;Dépannage réseau;2023-07-29;4.45;Terminée;TECH-032;Poitiers;703.7;5.3
INT-000335;CLI-088804;Maintenance préventive;2025-02-14;0.97;Terminée;TECH-001;Poitiers;336.81;8.4
INT-000336;CLI-093850;Relève compteur;2023-07-08;1.0;Terminée;TECH-021;Poitiers;358.06;6.7
INT-000337;CLI-095345;Relève compteur;2023-04-09;0.73;Terminée;TECH-034;Loudun;50.85;7.2
INT-000338;CLI-094179;Raccordement neuf;2022-10-27;4.28;Terminée;TECH-037;Poitiers;693.57;6.7
INT-000339;CLI-096947;Mise en service;2023-09-09;0.95;Terminée;TECH-014;Chasseneuil-du-Poitou;472.3;7.0
INT-000340;CLI-088822;Relève compteur;2022-05-26;1.34;Terminée;TECH-023;Poitiers;381.67;6.4
INT-000341;CLI-097202;Modification puissance;2022-11-06;1.25;Planifiée;TECH-024;Poitiers;115.98;8.0
INT-000342;CLI-098149;Changement compteur;2023-09-19;0.5;En cours;TECH-011;Châtellerault;502.34;8.7
INT-000343;CLI-099633;Dépannage réseau;2022-02-20;4.0;Terminée;TECH-025;Poitiers;330.97;9.3
INT-000344;CLI-091610;Raccordement neuf;2023-01-15;4.02;Terminée;TECH-002;Buxerolles;566.29;9.6
INT-000345;CLI-089292;Dépannage réseau;2022-12-31;3.01;Annulée;TECH-040;Migné-Auxances;158.86;8.5
INT-000346;CLI-087680;Mise en service;2024-05-21;1.17;Terminée;TECH-006;Châtellerault;226.51;4.7
INT-000347;CLI-097309;Dépannage réseau;2022-03-28;3.28;Terminée;TECH-028;Migné-Auxances;69.15;4.6
INT-000348;CLI-098460;Contrôle technique;2022-12-22;1.91;Terminée;TECH-009;Poitiers;166.52;8.7
INT-000349;CLI-088723;Maintenance préventive;2023-11-07;0.85;Terminée;TECH-033;Poitiers;154.97;6.5
INT-000350;CLI-099352;Coupure impayé;2022-12-21;1.24;Terminée;TECH-010;Poitiers;563.62;5.3
INT-000351;CLI-098669;Dépannage réseau;2022-02-17;4.37;Terminée;TECH-043;Jaunay-Marigny;685.24;7.0
INT-000352;CLI-096595;Contrôle technique;2024-10-27;0.4;Terminée;TECH-039;Poitiers;338.19;5.7
INT-000353;CLI-095832;Mise en service;2022-06-01;1.03;Terminée;TECH-034;Poitiers;484.2;7.6
INT-000354;CLI-094001;Dépannage réseau;2023-03-23;3.89;Terminée;TECH-010;Poitiers;193.15;9.0
INT-000355;CLI-100661;Contrôle technique;2024-10-08;1.72;Terminée;TECH-039;Lusignan;180.08;8.2
INT-000356;CLI-089198;Relève compteur;2022-01-07;0.68;Terminée;TECH-014;Saint-Benoît;532.88;8.2
INT-000357;CLI-096513;Relève compteur;2025-03-05;0.84;Planifiée;TECH-028;Poitiers;640.86;4.6
INT-000358;CLI-095118;Dépannage réseau;2024-07-17;2.47;Terminée;TECH-019;Châtellerault;511.67;8.4
INT-000359;CLI-090866;Mise en service;2022-09-21;0.59;Terminée;TECH-019;Lusignan;137.12;7.3
INT-000360;CLI-095720;Mise en service;2023-07-31;1.09;Terminée;TECH-015;Poitiers;66.66;4.5
INT-000361;CLI-094463;Contrôle technique;2022-09-19;1.88;Terminée;TECH-039;Poitiers;736.73;9.4
INT-000362;CLI-096578;Coupure impayé;2024-09-25;0.47;Terminée;TECH-013;Chasseneuil-du-Poitou;679.88;7.8
INT-000363;CLI-096296;Relève compteur;2022-01-10;0.57;En cours;TECH-015;Chasseneuil-du-Poitou;615.22;7.1
INT-000364;CLI-090786;Mise en service;2024-09-10;1.41;Terminée;TECH-025;Migné-Auxances;390.74;10.0
INT-000365;CLI-095258;Raccordement neuf;2023-08-05;3.69;Terminée;TECH-019;Poitiers;138.9;3.6
INT-000366;CLI-091078;Coupure impayé;2024-12-03;1.06;Planifiée;TECH-041;Poitiers;176.64;7.9
INT-000367;CLI-090930;Relève compteur;2022-09-08;0.54;Terminée;TECH-044;Châtellerault;359.19;5.1
INT-000368;CLI-086042;Dépannage réseau;2023-09-16;1.79;Planifiée;TECH-035;Châtellerault;369.07;6.3
INT-000369;CLI-099806;Relève compteur;2023-06-23;0.67;Terminée;TECH-015;Châtellerault;584.21;6.3
INT-000370;CLI-091520;Changement compteur;2023-03-04;1.18;Terminée;TECH-024;Poitiers;60.0;9.3
INT-000371;CLI-094920;Raccordement neuf;2024-07-23;2.98;Terminée;TECH-023;Lusignan;751.9;3.6
INT-000372;CLI-100454;Raccordement neuf;2023-07-02;2.71;Terminée;TECH-016;Poitiers;201.27;9.4
INT-000373;CLI-097432;Contrôle technique;2024-09-16;2.58;Terminée;TECH-026;Buxerolles;385.75;5.9
INT-000374;CLI-096547;Modification puissance;2023-01-12;0.95;Annulée;TECH-015;Châtellerault;95.84;9.6
INT-000375;CLI-098280;Dépannage réseau;2023-03-07;4.79;Terminée;TECH-028;Poitiers;205.84;8.7
INT-000376;CLI-092259;Modification puissance;2025-03-16;0.59;Terminée;TECH-026;Civray;85.42;3.1
INT-000377;CLI-100187;Maintenance préventive;2025-01-14;1.93;Planifiée;TECH-026;Poitiers;451.81;9.9
INT-000378;CLI-099173;Raccordement neuf;2022-05-25;1.38;Terminée;TECH-017;Châtellerault;150.32;8.4
INT-000379;CLI-100470;Dépannage réseau;2024-04-05;3.07;Terminée;TECH-006;Poitiers;592.09;8.7
INT-000380;CLI-090946;Relève compteur;2025-04-28;0.39;Terminée;TECH-013;Poitiers;228.01;10.0
INT-000381;CLI-096553;Changement compteur;2023-11-08;1.9;Terminée;TECH-030;Saint-Benoît;741.73;10.0
INT-000382;CLI-099067;Coupure impayé;2024-02-01;2.52;Terminée;TECH-009;Poitiers;103.05;7.1
INT-000383;CLI-088892;Relève compteur;2023-06-12;0.51;Terminée;TECH-043;Neuville-de-Poitou;717.61;8.8
INT-000384;CLI-096352;Contrôle technique;2024-10-13;2.36;Terminée;TECH-040;Loudun;695.89;7.4
INT-000385;CLI-093430;Mise en service;2022-10-13;0.78;Planifiée;TECH-044;Montmorillon;448.19;9.3
INT-000386;CLI-086101;Coupure impayé;2025-03-29;2.2;Terminée;TECH-016;Poitiers;198.11;7.1
INT-000387;CLI-096902;Dépannage réseau;2022-02-09;5.37;Terminée;TECH-009;Châtellerault;120.49;3.9
INT-000388;CLI-089504;Dépannage réseau;2024-05-11;4.22;Terminée;TECH-030;Châtellerault;156.8;6.3
INT-000389;CLI-099814;Maintenance préventive;2023-08-03;2.71;Terminée;TECH-043;Châtellerault;684.62;10.0
INT-000390;CLI-099577;Coupure impayé;2022-03-12;2.47;Terminée;TECH-027;Poitiers;362.08;10.0
INT-000391;CLI-093916;Relève compteur;2023-07-03;1.07;Terminée;TECH-016;Loudun;469.28;8.2
INT-000392;CLI-100359;Relève compteur;2022-06-17;0.68;Terminée;TECH-034;Saint-Benoît;416.03;6.8
INT-000393;CLI-095377;Mise en service;2024-04-27;0.56;Terminée;TECH-038;Poitiers;310.56;9.3
INT-000394;CLI-094127;Dépannage réseau;2024-12-01;1.11;Terminée;TECH-017;Châtellerault;757.09;7.4
INT-000395;CLI-086326;Rétablissement;2023-03-11;2.39;Terminée;TECH-018;Poitiers;584.25;8.7
INT-000396;CLI-086344;Contrôle technique;2022-12-02;2.07;Terminée;TECH-006;Poitiers;716.16;7.7
INT-000397;CLI-092033;Mise en service;2022-04-17;1.42;Terminée;TECH-017;Poitiers;369.46;6.1
INT-000398;CLI-088968;Relève compteur;2023-04-11;1.25;En cours;TECH-008;Buxerolles;532.08;7.5
INT-000399;CLI-089918;Relève compteur;2023-05-12;1.32;Terminée;TECH-028;Migné-Auxances;34.5;8.1
INT-000400;CLI-088819;Coupure impayé;2022-12-01;2.72;Terminée;TECH-035;Châtellerault;640.68;5.5
INT-000401;CLI-091626;Dépannage réseau;2025-02-10;4.51;Terminée;TECH-013;Buxerolles;684.97;9.1
INT-000402;CLI-092997;Changement compteur;2024-10-15;1.32;Terminée;TECH-041;Buxerolles;421.83;10.0
INT-000403;CLI-100240;Coupure impayé;2025-05-19;0.45;Terminée;TECH-004;Châtellerault;321.67;6.3
INT-000404;CLI-095811;Raccordement neuf;2024-03-21;5.1;Terminée;TECH-032;Poitiers;270.48;7.3
INT-000405;CLI-088026;Relève compteur;2023-02-14;0.44;Annulée;TECH-042;Jaunay-Marigny;544.46;6.9
INT-000406;CLI-089978;Maintenance préventive;2024-05-16;1.07;Terminée;TECH-026;Châtellerault;463.76;9.0
INT-000407;CLI-091310;Coupure impayé;2025-02-19;1.09;Terminée;TECH-040;Châtellerault;201.29;9.3
INT-000408;CLI-099159;Changement compteur;2024-08-14;1.24;En cours;TECH-043;Poitiers;327.92;9.3
INT-000409;CLI-095106;Mise en service;2022-09-13;0.43;Terminée;TECH-037;Buxerolles;42.29;9.5
INT-000410;CLI-090320;Changement compteur;2024-09-16;1.32;Terminée;TECH-015;Châtellerault;86.24;7.8
INT-000411;CLI-092549;Dépannage réseau;2025-01-23;1.79;Terminée;TECH-034;Civray;663.52;10.0
INT-000412;CLI-089059;Rétablissement;2023-03-10;0.48;Terminée;TECH-007;Saint-Benoît;592.63;7.0
INT-000413;CLI-097184;Changement compteur;2025-02-14;0.68;Terminée;TECH-009;Poitiers;786.91;4.6
INT-000414;CLI-094559;Dépannage réseau;2022-03-20;1.93;Terminée;TECH-031;Châtellerault;442.0;7.2
INT-000415;CLI-090006;Contrôle technique;2023-10-24;2.21;Terminée;TECH-039;Lusignan;539.13;7.0
INT-000416;CLI-098556;Maintenance préventive;2023-07-16;0.39;Planifiée;TECH-027;Poitiers;135.04;4.7
INT-000417;CLI-099965;Mise en service;2022-05-25;0.6;Terminée;TECH-024;Neuville-de-Poitou;734.08;4.7
INT-000418;CLI-095024;Mise en service;2023-02-16;0.96;Terminée;TECH-040;Poitiers;666.24;8.7
INT-000419;CLI-099557;Dépannage réseau;2023-11-08;2.23;Terminée;TECH-030;Poitiers;47.22;5.9
INT-000420;CLI-090972;Dépannage réseau;2023-11-14;2.87;Terminée;TECH-040;Poitiers;756.65;8.3
INT-000421;CLI-092887;Mise en service;2024-11-05;1.04;Terminée;TECH-021;Jaunay-Marigny;552.42;6.5
INT-000422;CLI-087037;Mise en service;2025-03-09;0.9;Terminée;TECH-007;Châtellerault;772.49;8.0
INT-000423;CLI-087348;Contrôle technique;2024-08-14;1.43;Terminée;TECH-040;Poitiers;628.63;6.7
INT-000424;CLI-099467;Mise en service;2023-06-11;1.01;Terminée;TECH-041;Poitiers;98.05;7.6
INT-000425;CLI-097718;Contrôle technique;2023-07-02;1.29;Terminée;TECH-042;Saint-Benoît;454.13;7.9
INT-000426;CLI-095238;Mise en service;2024-04-02;1.18;Terminée;TECH-032;Châtellerault;78.05;8.1
INT-000427;CLI-094135;Rétablissement;2023-09-07;1.02;Terminée;TECH-019;Vivonne;289.3;8.6
INT-000428;CLI-098590;Dépannage réseau;2025-02-23;2.16;Annulée;TECH-039;Vivonne;728.22;6.1
INT-000429;CLI-091303;Relève compteur;2025-05-23;0.76;Terminée;TECH-006;Châtellerault;73.62;6.0
INT-000430;CLI-097548;Coupure impayé;2024-06-17;2.45;Terminée;TECH-029;Poitiers;589.64;6.4
INT-000431;CLI-100981;Dépannage réseau;2022-12-09;2.81;Terminée;TECH-039;Poitiers;136.8;7.3
INT-000432;CLI-090989;Mise en service;2022-08-15;0.75;Terminée;TECH-030;Poitiers;758.61;6.4
INT-000433;CLI-094286;Changement compteur;2024-11-21;1.87;Terminée;TECH-033;Châtellerault;701.94;6.9
INT-000434;CLI-088402;Mise en service;2024-02-12;0.64;Terminée;TECH-026;Migné-Auxances;418.5;7.0
INT-000435;CLI-086242;Mise en service;2023-12-22;1.42;Terminée;TECH-025;Châtellerault;386.78;4.6
INT-000436;CLI-087444;Contrôle technique;2022-05-13;2.38;Terminée;TECH-004;Saint-Benoît;395.95;8.0
INT-000437;CLI-096651;Changement compteur;2024-11-21;0.55;Terminée;TECH-042;Poitiers;613.41;8.6
INT-000438;CLI-095923;Raccordement neuf;2024-02-22;1.94;Terminée;TECH-026;Poitiers;423.26;8.1
INT-000439;CLI-089703;Relève compteur;2022-12-21;1.06;Planifiée;TECH-005;Poitiers;515.11;9.8
INT-000440;CLI-088730;Relève compteur;2023-06-08;1.21;Annulée;TECH-042;Poitiers;198.88;6.4
INT-000441;CLI-100629;Mise en service;2024-06-15;1.46;Terminée;TECH-024;Loudun;365.09;10.0
INT-000442;CLI-096865;Rétablissement;2024-08-05;0.86;Terminée;TECH-008;Poitiers;106.39;7.7
INT-000443;CLI-097187;Dépannage réseau;2023-04-19;3.51;Terminée;TECH-030;Poitiers;596.38;8.0
INT-000444;CLI-086919;Dépannage réseau;2023-03-24;1.41;Terminée;TECH-016;Montmorillon;190.35;10.0
INT-000445;CLI-097950;Dépannage réseau;2022-02-15;5.48;Terminée;TECH-029;Poitiers;567.13;6.5
INT-000446;CLI-093650;Relève compteur;2025-03-18;0.71;En cours;TECH-043;Châtellerault;332.7;7.3
INT-000447;CLI-089348;Maintenance préventive;2023-03-06;1.05;Terminée;TECH-042;Jaunay-Marigny;56.56;7.6
INT-000448;CLI-100921;Coupure impayé;2025-02-10;1.93;En cours;TECH-020;Poitiers;743.33;6.3
INT-000449;CLI-095942;Changement compteur;2024-04-26;0.97;Terminée;TECH-039;Montmorillon;57.71;6.0
INT-000450;CLI-097896;Coupure impayé;2024-05-30;2.34;Terminée;TECH-020;Poitiers;546.29;8.3
INT-000451;CLI-100458;Mise en service;2022-11-28;0.85;En cours;TECH-003;Poitiers;354.65;6.1
INT-000452;CLI-091566;Relève compteur;2023-02-23;0.95;Terminée;TECH-033;Jaunay-Marigny;390.53;7.7
INT-000453;CLI-094913;Mise en service;2023-03-27;0.31;Terminée;TECH-015;Saint-Benoît;193.63;6.2
